Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
4500031/2021 LUVAS DE EXAME EM NITRILO (PLANO CONTIGENCIA COVID 19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Barreiro Montijo, E. P. E. (509186998)";"DINAMICA TRADE UNIPESSOAL, LDA (510782736)";"36.450,00 €";12-03-2021;09-02-2021;30 dias;"Portugal, Setúbal, Barreiro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;12-03-2021;"36.450,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de prestação de serviços de alojamento com pensão completa para confinamento obrigatório/isolamento profilático à empresa M. & J. Pestana – Sociedade de Turismo da Madeira, S.A. proprietária do Hotel Pestana Ocean Bay – de 15 a 31 de dezembro de 2020 – “Contingência COVID-19”";Ajuste Direto Regime Geral;Aquisição de serviços;"55110000-4, Serviços de alojamento em hotéis";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"M.&J. Pestana - Sociedade de Turismo da Madeira, S:A (511008872)";"322.665,61 €";12-03-2021;18-02-2021;17 dias;"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de material de desinfeção e de limpeza para o IASAÚDE, IP-RAM - ""Contingência - COVID-19""";Ajuste Direto Regime Geral;Aquisição de bens móveis;"39830000-9, Produtos de limpeza";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"Bravadinâmica, Lda (510324690)";"10.192,06 €";12-03-2021;10-03-2021;20 dias;"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Descartáveis - Take Away (COVID 19);Consulta Prévia;Aquisição de bens móveis;"39222100-5, Material descartável para fornecimento de refeições (catering)";"Hospital Distrital Figueira da Foz, E.P.E. (506361527)";"Visipapel, Lda (502020733)";"6.508,44 €";12-03-2021;05-03-2021;183 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1429583;false;
"LOCAÇÃO DE MÓDULOS CONTENTOR PARA SALAS DE AULA NA EB2,3 DIAMANTINA NEGRÃO E EB2,3 FERREIRAS, NO ÂMBITO DA PANDEMIA COVID-19";Ajuste Direto Regime Geral;Locação de bens móveis;"44200000-2, Produtos estruturais";Município de Albufeira (503539473);"Algeco-Construções Pré-Fabricadas, S.A.  (502721871)";"26.961,72 €";12-03-2021;08-03-2021;166 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_204575!exportProcedure.action;false;
98/1930/2021 Fornecimento de Placas Vidro Acrílico P.Protecções Balcões COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"ACCIONA FACILITY SERVICES,S.A (503431397)";"955,20 €";12-03-2021;24-02-2021;20 dias;"Portugal, Faro, Portimão";"Artigo 24.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
98/2114/2021 Fornecimento de Material Para Sinalética/Pintura Contentores COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"ACCIONA FACILITY SERVICES,S.A (503431397)";"446,27 €";12-03-2021;02-03-2021;20 dias;"Portugal, Faro, Portimão";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Comunicações de banda larga móvel para alunos do concelho de Albufeira - COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"72400000-4, Serviços de Internet";Município de Albufeira (503539473);"MEO - Serviços de Comunicações e Multimédia, S.A. (504615947)";"36.720,00 €";12-03-2021;03-03-2021;182 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_203985!exportProcedure.action;false;
3021003675 - 3007 - DAF039 -HEADSET´S PARA EQUIPA OPERADORES DA PLATAFORMA TRACE-COVID;Ajuste Direto Regime Geral;Aquisição de bens móveis;"32322000-6, Equipamento multimédia";Ministério da Defesa Nacional - Marinha (600012662);João Miguel Rodrigues Nery Paixão (234664657);"519,87 €";12-03-2021;11-03-2021;1 dias;Portugal;"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc2NjEz;false;
Aquisição de EPI (Equipamento de Protecção Individual) no âmbito do COVID-19 para os estágios dos alunos do ISAVE - Instituto Superior de Saúde.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Escola Profissional Amar Terra Verde, L.da (504595067)";"Common Sequence Unipessoal, Lda (515977250)";"7.105,05 €";12-03-2021;11-03-2021;5 dias;"Portugal, Braga, Vila Verde";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de vigilância humana para os Centros de apoio à vacinação COVID-19 - Pavilhões IBN Mucana, em Alcabideche.";Ajuste Direto Regime Geral;Aquisição de serviços;"79714000-2, Serviços de vigilância";Município de Cascais (505187531);"PSG-SEGURANÇA PRIVADA, SA (508170710)";"105.566,76 €";11-03-2021;10-03-2021;300 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc0ODEy;false;
"aquisição de serviços de segurança para os seguintes locais: Centros de Acolhimento da Vitae, Abrigo da Graça, Pousada da Juventude do Parque das Nações e Casa dos Direitos Sociais (Rua Ferreira de Castro) que se revelam essenciais para assegurar o funcionamento dos Centros rastreios à Covid-19";Ajuste Direto Regime Geral;Aquisição de serviços;"79710000-4, Serviços de segurança";Município de Lisboa (500051070);"Ronsegur, Rondas e Segurança, Lda (507011724)";"186.870,68 €";11-03-2021;24-02-2021;150 dias;"Portugal, Lisboa, Lisboa";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"20210129 - Aquisição de reagentes para quantificação de IgG anti SarsCoV2 para utilização no Inquérito Serológico Nacional à COVID 19 (ISN COVID 19), no Instituto Nacional de Saúde Doutor Ricardo Jorge, I.P.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Instituto Nacional de Saúde Doutor Ricardo Jorge, I. P. (501427511)";"ABBOTT LABORATÓRIOS, LDA. (500006148)";"25.175,00 €";11-03-2021;10-03-2021;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 26.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de prestação de serviços de alojamento com pensão completa para confinamento obrigatório/isolamento profilático à empresa M. & J. Pestana – Sociedade de Turismo da Madeira, S.A. proprietária do Hotel Pestana Ocean Bay – de 1 de janeiro a 14 de fevereiro de 2021 – “Contingência COVID-19”";Ajuste Direto Regime Geral;Aquisição de serviços;"55110000-4, Serviços de alojamento em hotéis";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";M.& J. Pestana (511008872);"854.114,85 €";11-03-2021;24-02-2021;45 dias;"Portugal, Região Autónoma da Madeira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de prestação de serviços de alojamento com pensão completa para confinamento obrigatório/isolamento profilático à empresa ITI – Sociedade de Investimentos Turísticos na Ilha do Porto Santo – 1 de janeiro a 14 de fevereiro  – “Contingência COVID-19”;Ajuste Direto Regime Geral;Aquisição de serviços;"55110000-4, Serviços de alojamento em hotéis";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"ITI, SA-Casino da Madeira (511008740)";"220.095,45 €";11-03-2021;24-02-2021;45 dias;"Portugal, Região Autónoma da Madeira, Porto Santo";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de transporte de passageiros que desembarquem nos aeroportos da RAM de voos oriundos de qualquer território exterior à RAM, infetados ou doentes com SARS-CoV-2/COVID-19, para as unidades hoteleiras onde ficarão confinados – “Contingência – COVID-19”";Ajuste Direto Regime Geral;Aquisição de serviços;"60140000-1, Transportes não regulares de passageiros";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"Viagens Internacionais Promocionais e Representação Comercial - VIPRC, Lda. (509821642)";"50.000,00 €";11-03-2021;04-03-2021;180 dias;"Portugal, Região Autónoma da Madeira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Instalações sanitárias e copa para a nova enfermaria COVID no HSL;Ajuste Direto Regime Geral;Aquisição de serviços;"51000000-9, Serviços de instalação (excepto software)";"Centro Hospitalar Universitário Lisboa Central, E. P. E. (508080142)";"Santomargo Construções, Lda (507598113)";"4.240,00 €";11-03-2021;08-03-2021;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Fornecimento de Material para a preparação e Administração da Vacina contra a COVID 19 ao Hospital de Santo Espírito da Ilha Terceira, EPER";Concurso público;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Hospital de Santo Espírito da Ilha Terceira, E. P. E. R. (512105030)";Açormédica (512097747);"6.900,00 €";11-03-2021;02-03-2021;270 dias;"Portugal, Região Autónoma dos Açores, Angra do Heroismo";"Artigo 20.º, alínea b) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12";;;;;;;Não aplicável.;Não aplicável.;false;;false;
CT-21/00259 - Fornecimento contínuo de refeições escolares em regime take-away - Covid 19 ;Ajuste Direto Regime Geral;Aquisição de bens móveis;"15894210-6, Refeições para escolas";Município de Sintra (500051062);"Estevão Luis Salvador, Lda (502786639)";"103.709,00 €";11-03-2021;11-03-2021;15 dias;"Portugal, Lisboa, Sintra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Testes Rápidos Antigénio Covid-19;Concurso público;Aquisição de serviços;"85148000-8, Serviços de análises clínicas";"Tratolixo - Tratamento de Residuos Sólidos, E. I. M. - Empresa Intermunicipal, S. A. (502444010)";Dr. Joaquim Chaves - Laboratório Analises Clinicas S.A (500753636);"50.000,00 €";11-03-2021;04-03-2021;365 dias;"Portugal, Lisboa, Cascais<BR/>Portugal, Lisboa, Mafra";Artigo 155.º do Código dos Contratos Públicos;;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1417478;false;
EQUIPAMENTO MEDICO PARA ADR SETUBAL -COVIDb;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Administração Regional de Saúde de Lisboa e Vale do Tejo, I. P. (503148776)";"ALFRAPHAR - Equipamentos e Produtos Farmacêuticos, Lda. (504223895)";"7.875,00 €";11-03-2021;22-02-2021;20 dias;"Portugal, Setúbal, Almada";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de computadores portáteis recondicionados para os postos de vacinação em Valongo e Ermesinde, no âmbito da prevenção da Covid-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"30213000-5, Computadores pessoais";Município de Valongo (501138960);"Margem D`Ocasião, Lda. (514180285)";"9.465,00 €";10-03-2021;27-02-2021;8 dias;"Portugal, Porto, Valongo";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE 218 PORTÁTEIS - ÂMBITO COVID;Ajuste Direto Regime Geral;Aquisição de bens móveis;"30200000-1, Equipamento e material informático";"Infraestruturas de Portugal, S. A. (503933813)";"DIGIBÉRIA INFORMATION TECHNOLOGIES, S.A. (502670355)";"184.210,00 €";10-03-2021;09-03-2021;25 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/infraestruturasdeportugal-ip/faces/app/pap/listaDocs.jsp?papId=8944;false;
219G000650 - OB Adaptação de S.O. e Enfermaria  da Cirurgia 2 COVID 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";CE GONÇALVES LDA (508657520);"12.266,00 €";10-03-2021;10-03-2021;3 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
" Direto n.º 04 - SC/IPS/2021  Serviço de colheita naso e oro-faríngeas com zaragatoas para análise de diagnóstico da COVID-19 por PCR, para o Instituto Politécnico de Setúbal";Ajuste Direto Regime Geral;Aquisição de serviços;"85100000-0, Serviços de saúde";Instituto Politécnico de Setúbal (503720364);EXAMEIOS - DIAGNÓSTICOS E TERAPÊUTICA LDA (507674006);"19.990,00 €";10-03-2021;08-03-2021;298 dias;"Portugal, Setúbal, Setúbal";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Instalação de porta na farmácia do HSJ no âmbito do armazenamento de vacinas contra a COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"51000000-9, Serviços de instalação (excepto software)";"Centro Hospitalar Universitário Lisboa Central, E. P. E. (508080142)";"C2DL, Lda (514461446)";"4.700,00 €";10-03-2021;03-03-2021;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Executar tarefas especificas no âmbito dos Programas de apoio ao COVID-19 ;Ajuste Direto Regime Geral;Aquisição de serviços;"75000000-6, Serviços relacionados com a administração pública, a defesa e a segurança social";"Vice-Presidência do Governo, Emprego e Competitividade Empresarial (672002728)";Célia de Fátima Furtado Medeiros (245225501);"14.400,00 €";10-03-2021;01-03-2021;12 dias;"Portugal, Região Autónoma dos Açores, Ponta Delgada";"Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviço de execução de apinéis e sinalética em vinil, no âmbito das medidas de prevenção, contenção, mitigação, tratamento da pandemia e subsequente reposição da normalidade e, assim, evitar a propagação do surto epidémico – COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"79820000-8, Serviços relacionados com a impressão";Município de Vizela (505985217);"Prescript - Artes Gráficas, Unipessoal, Lda. (505473640)";"1.737,82 €";10-03-2021;10-03-2021;15 dias;"Portugal, Braga, Vizela";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Locação de tendas e outros equipamentos dedicados á Área COVID 19;Consulta Prévia;Locação de bens móveis;"39522530-1, Tendas";Município de Fafe (506841561);Mendonça Joana (513850880);"18.000,00 €";10-03-2021;04-03-2021;303 dias;Portugal;"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDcyODA0;false;
FORNECIMENTO DE PRODUTOS DE HIGIENE E DESINFECÇÃO NO ÂMBITO DO COMBATE À COVID19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33700000-7, Produtos para cuidados pessoais";Município de Arraiolos (501258027);"TOT - COMERCIALIZAÇÃO DE CONSUMÍVEIS, LDA. (513555714)";"10.050,24 €";09-03-2021;05-02-2021;30 dias;"Portugal, Évora, Arraiolos";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"LANCETAS PARA COVID, ao abrigo de CPA's da SPMS (CAPS)";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;"33190000-8, Dispositivos e produtos médicos variados";Administração Regional de Saúde do Alentejo (ARSA) (503148768);"MED TRUST PORTUGAL, LDA (510862993)";"1.131,90 €";09-03-2021;05-03-2021;301 dias;"Portugal, Évora";Artigo 259.º do Código dos Contratos Públicos;Cumprimento integral do contrato;09-03-2021;"1.131,90 €";;;;2810777;CP 2017/31 - Acordo Quadro para fornecimento de Material de Prevenção e Deteção de HIV às Instituições e Serviços do Serviço Nacional de Saúde;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1420034;false;
FORNECIMENTO DE REFEIÇÕES NO ÂMBITO DO COMBATE À COVID19;Ajuste Direto Regime Geral;Aquisição de serviços;"55300000-3, Serviços de mesa e de restauração";Município de Arraiolos (501258027);Vasco Jorge Carranca Portalegre Beja (214657701);"31.237,50 €";09-03-2021;22-02-2021;60 dias;"Portugal, Évora, Arraiolos";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
EQUIPAMENTO PARA A AREA COVID-19 (CORONAVIRUS);Consulta Prévia;Aquisição de bens móveis;"33192000-2, Mobiliário para fins médicos";"Serviço de Saúde da Região Autónoma da Madeira, EPERAM (SESARAM, EPERAM) (511228848)";"Agimade Soc. De Imp. De Produtos Hospitalares, Unip.,Lda (511162863)";"2.467,50 €";09-03-2021;18-02-2021;30 dias;"Portugal, Região Autónoma da Madeira";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08 (DLR n.º 6/2018/M)";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDY0NjY1;false;
"Aquisição de serviços de enfermagem, no âmbito do plano de vacinação contra o COVID 19.";Ajuste Direto Regime Geral;Aquisição de serviços;"85100000-0, Serviços de saúde";Município de Oeiras (500745943);"Blue Ocean Medical, Lda (512106088)";"50.000,00 €";09-03-2021;03-03-2021;183 dias;"Portugal, Lisboa, Oeiras";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de produto desinfetante para desinfeção e nebulização das instalações municipais, no âmbito do combate à COVID-19 ";Ajuste Direto Regime Geral;Aquisição de bens móveis;"24960000-1, Produtos químicos diversos";Município de Oeiras (500745943);"DISTRILIS - DISTRIBUIDORA DE PRODUTOS QUIMICOS, LDA. (501920315)";"25.000,00 €";09-03-2021;05-03-2021;365 dias;"Portugal, Lisboa, Oeiras";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição, por lotes, de material de proteção no âmbito da pandemia Covid-19 para o Município de Loures, respeitante aos Lote 4 Batas Impermeáveis; Lote 5 Fatos Descartáveis Impermeáveis e Lote 6 Luvas de Nitrilo sem Pó.";Concurso público;Aquisição de bens móveis;"33100000-1, Equipamento médico";Município de Loures (501294996);"F.S.A. DIGITAL MED, LDA (510908497)";"82.520,00 €";09-03-2021;19-02-2021;10 dias;"Portugal, Lisboa, Loures";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1262217;false;
"Aquisição, por lotes, de material de proteção no âmbito da pandemia Covid-19 para o Município de Loures, respeitante ao Lote 7-Máscaras cirúrgicas.";Concurso público;Aquisição de bens móveis;"33100000-1, Equipamento médico";Município de Loures (501294996);MEDIRM (507162773);"17.100,00 €";09-03-2021;18-02-2021;10 dias;"Portugal, Lisboa, Loures";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1262217;false;
219G000581 - Locação de contentor c/ TAC e sistema visualização - COVID.;Ajuste Direto Regime Geral;Locação de bens móveis;"44211100-3, Módulos pré-fabricados portáteis";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"SIEMENS, LDA. (507925173)";"49.980,00 €";09-03-2021;09-03-2021;120 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
serviços de reforço de higiene e limpeza ISCAL (contexto COVID 19);Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";Instituto Politécnico de Lisboa (508519713);"EUROMEX - FACILITY SERVICES, LDA (502629428)";"17.472,00 €";08-03-2021;08-02-2021;142 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDY4ODE2;false;
"Aquisição de Reagente Procalcitonina para a Laboratório de Patologia Clínica, no âmbito do vírus COVID-19. ";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"Roche Sistemas de Diagnósticos, Lda (504282921)";"122.400,00 €";08-03-2021;02-03-2021;3 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"AQUISIÇÃO DE COMPUTADORES E WEBCAM’S PARA REFORÇO DE EQUIPAMENTOS DE APOIO DIGITAL ESCOLAR COM ENSINO À DISTÂNCIA, EM CONSEQUÊNCIA DA PANDEMIA DE COVID-19, PARA OS AGRUPAMENTOS DE ESCOLAS DE NELAS E CANAS DE SENHORIM";Ajuste Direto Regime Geral;Aquisição de bens móveis;"30230000-0, Equipamento informático";Município de Nelas (506834166);"OFFICELAN, LDA. (507236912)";"10.337,00 €";08-03-2021;08-03-2021;5 dias;"Portugal, Viseu, Nelas";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDc3NTYy;false;
Bens para desinfeção Covid de equipamentos nas lojas RIAC  - de álcool etílico e rolos de papel. ;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39000000-2, Mobiliário (incl. de escritório), acessórios, aparelhos domésticos (excl. iluminação) e produtos de limpeza";"Agência para a Modernização e Qualidade do Serviço ao Cidadão, I. P. (512105413)";Escritório Digital (512068500);"997,50 €";08-03-2021;23-02-2021;312 dias;"Portugal, Região Autónoma dos Açores";"Artigo 24.º, n.º 8 do Decreto Legislativo Regional n.º 27/2015/A, de 29.12";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Adaptação de instalações para transferência da ORL e Maxilo no âmbito da expansão da Medicina Intensiva no âmbito do COVID-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45000000-7, Construção";"Centro Hospitalar Universitário de Lisboa Central, E.P.E. (CHULC) (508080142)";"Planex Engenharia, Lda (508447127)";"44.909,00 €";08-03-2021;18-02-2021;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Criação de uma sala de Pós-Operatório para o Serviço de Cirurgia Vascular no Hospital de Santa Marta no âmbito do COVID-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45000000-7, Construção";"Centro Hospitalar Universitário Lisboa Central, E. P. E. (508080142)";SOCODEFIL – Sociedade de Construções Manuel Delgado & Filhos Lda (500742219);"55.396,25 €";08-03-2021;18-02-2021;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
PROD.DESCARTÁVEIS DE HIGIENE E LIMPEZA-ALIMENTAÇÃO COVID;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39222100-5, Material descartável para fornecimento de refeições (catering)";"Unidade Local de Saúde do Baixo Alentejo, E. P. E. (508754275)";"Eurest (Portugal), Sociedade Europeia de Restaurantes, Lda. (500347506)";"2.922,40 €";08-03-2021;08-02-2021;90 dias;"Portugal, Beja, Beja";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
CONFEÇÃO FARDAS (COVID);Ajuste Direto Regime Geral;Aquisição de bens móveis;"18100000-0, Vestuário profissional, vestuário de trabalho especial e acessórios";"Unidade Local de Saúde do Baixo Alentejo, E. P. E. (508754275)";ALA SCRIPNIC - Confecção de Vestuário (239388372);"799,80 €";08-03-2021;01-03-2021;60 dias;"Portugal, Beja, Beja";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de porta cartões para processo de vacinação contra a COVID-19 para colocação do respetivo comprovati;Ajuste Direto Regime Geral;Aquisição de bens móveis;"22900000-9, Material impresso diverso";Município de Gondomar (506848957);"EVS Event Services, Lda (506141233)";"7.500,00 €";06-03-2021;04-02-2021;10 dias;"Portugal, Porto, Gondomar";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
95 Covid - Aquisição de 5 Ventiladores V60 plus;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33172000-6, Aparelhos para anestesia e reanimação";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";PHILIPS PORTUGUESA SA (500216843);"84.178,33 €";05-03-2021;24-02-2021;30 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
