Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
"Aquisição de Reagentes para Extração de RNA Viral, para o LRSPA, no âmbito da Pandemia da COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Administração Regional de Saúde do Algarve, I. P. (503148709)";" Roche Sistemas de Diagnósticos, Lda (504282921)";"28.562,41 €";23-11-2020;23-11-2020;38 dias;"Portugal, Faro, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;31-12-2020;"27.916,80 €";;Quantidades adjudicadas não fornecidas na totalidade.;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Dispositivos Médicos, no âmbito do COVID-19, para o Hospital Prof. Dr. Fernando Fonseca, EPE., para o ano de 2020";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"MEDTRONIC PORTUGAL, LDA (504223933)";"88.157,22 €";23-11-2020;18-11-2020;1 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de pretação de serviços de técnico de projeto no âmbito do Projeto (035) Violência contra as Mulheres e Violência Doméstica (VMVD) em Tempos de Pandemia: caracterização, desafios e oportunidades no apoio à distância (AaD), financiado pela Fundação para a Ciência e a Tecnologia (FCT), ao abrigo da Gender Research 4 COVID 19, projetos de Tipo 2 - Projetos de análise longitudinal, Linha 3 - COVID-19 e violência contra as mulheres e violência doméstica";Ajuste Direto Regime Geral;Aquisição de serviços;"79421000-1, Serviços de gestão de projectos, excepto projectos de construção";Associação Portuguesa de Apoio à Vítima (502547952);Rita Alexandra Brilha Ribeiro (222214546);"6.384,00 €";23-11-2020;30-10-2020;210 dias;"Portugal, Lisboa";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de dispositivos médicos, no âmbito do vírus COVID-19, para o Hospital Prof. Dr. Fernando Fonseca, EPE, para o ano 2020";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";ALCON PORTUGAL - PRODUTOS  EQUIP OFTALMOLOGICOS LDA (501251685);"85.830,68 €";23-11-2020;18-11-2020;3 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de licenças de base para infraestrutura de virtualização VMware (COVID 19).;Ajuste Direto Regime Geral;Aquisição de bens móveis;"48000000-8, Pacotes de software e sistemas de informação";"Agência Portuguesa do Ambiente, I. P. (510306624)";Tomorrow Domain (516001507);"74.840,05 €";23-11-2020;03-11-2020;20 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de sistema de gestão de filas de espera / adaptadas à pandemia Covid-19 com pedido de senha de atendimento por voz e aviso por SMS da proximidade do atendimento;Ajuste Direto Regime Geral;Aquisição de serviços;"72500000-0, Serviços relacionados com a informática";Serviços Municipalizados de Viseu (680020063);"Logicpulse Tecnologies, Lda (508278155)";"6.225,00 €";20-11-2020;20-11-2020;30 dias;"Portugal, Viseu, Viseu";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de batas (impermeável descartável) viseiras e óculos - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"35810000-5, Equipamento individual";"Administração Regional de Saúde do Algarve, I. P. (503148709)";"Vedrol- Vedantes e Rolamentos, Lda (501217193)";"43.400,00 €";20-11-2020;20-11-2020;41 dias;"Portugal, Faro, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;31-12-2020;"43.400,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de álcool gel e desinfetante de mãos - (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";Município do Montijo (502834846);DIMOR LUSITANA - COMÉRCIO (500730741);"7.393,80 €";20-11-2020;12-11-2020;60 dias;"Portugal, Setúbal, Montijo";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;24-02-2021;"7.393,80 €";;;;Não aplicável.;Não aplicável.;false;;false;
Continuidade da necessidade de manter trabalhadores da DGRM em regime de teletrabalho tendo em conta a situação epedemiológica provocada pelo novo coronavirus - Covid 19. ;Ajuste Direto Regime Geral;Aquisição de bens móveis;"30213100-6, Computadores portáteis";"Direção-Geral de Recursos Naturais, Segurança e Serviços Marítimos (600084973)";"Basedois - Informática e Telecomunicações, Lda. (501333401)";"132.840,00 €";20-11-2020;20-11-2020;14 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Desenvolvimento de Plataforma On Line – Rede Resposta BIP/ZIP – Covid 19 ;Ajuste Direto Regime Geral;Aquisição de serviços;"72000000-5, Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio";Município de Lisboa (500051070);Associação Localsapproach (513285857);"18.600,00 €";20-11-2020;16-09-2020;106 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"PRESTAÇÃO DE SERVIÇOS DE INSTALAÇÕES ELÉTRICAS EM DIVERSOS LOCAIS DO CHLO, NO ÂMBITO DA ADAPTAÇÃO DE ESPAÇOS FACE À PANDEMIA COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"51000000-9, Serviços de instalação (excepto software)";"Centro Hospitalar de Lisboa Ocidental, E. P. E. (507618319)";"MULTILUZ, LDA (503717444)";"39.495,85 €";20-11-2020;05-11-2020;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
locação de contentores no âmbito do COVID 19;Ajuste Direto Regime Geral;Locação de bens móveis;"44210000-5, Estruturas e partes de estruturas";Município de Oeiras (500745943);Algeco - Construções Pré Fabricadas  (502721871);"30.000,60 €";19-11-2020;05-11-2020;180 dias;"Portugal, Lisboa, Oeiras<BR/>Portugal";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/cm-oeiras/faces/app/pap/listaDocs.jsp?papId=11445;false;
"Aquisição de serviços de vigilância e segurança para o Edifício sede do Município de Vizela, no âmbito das medidas de prevenção, contenção, mitigação, tratamento da pandemia e subsequente reposição da normalidade e, assim, evitar a propagação do surto epidémico - COVID-19.";Ajuste Direto Regime Geral;Aquisição de serviços;"79710000-4, Serviços de segurança";Município de Vizela (505985217);"Girpe - Segurança Privada, Lda (504541420)";"648,00 €";19-11-2020;09-11-2020;3 dias;"Portugal, Braga, Vizela";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;12-11-2020;"648,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de vigilância e segurança para o Mercado Municipal, no âmbito das medidas de prevenção, contenção, mitigação, tratamento da pandemia e subsequente reposição da normalidade e, assim, evitar a propagação do surto epidémico - COVID-19.";Ajuste Direto Regime Geral;Aquisição de serviços;"79710000-4, Serviços de segurança";Município de Vizela (505985217);"Girpe - Segurança Privada, Lda (504541420)";"1.278,00 €";19-11-2020;09-11-2020;30 dias;"Portugal, Braga, Vizela";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;12-11-2020;"1.278,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
2020-ADRG-AQB-603- Aquisição de máscaras reutilizáveis certificadas no âmbito do combate à COVID -19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";Freguesia de Arroios (510832890);"A3 Artes Gráficas, Lda. (505730600)";"20.000,00 €";19-11-2020;27-10-2020;20 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;30-12-2020;"20.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de máscaras descartáveis e comunitárias reutilizáveis para os SMTUC, no âmbito do Plano de Mitigação da COVID-19 - Lote 1 - Máscaras cirúrgicas descartáveis";Consulta Prévia;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Serviços Municipalizados de Transportes Urbanos de Coimbra (680015965);"Higimarto, Indústria e Comércio de Produtos de Higiene e Limpeza Lda (504512218)";"1.100,00 €";19-11-2020;19-11-2020;1 dias;"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Locação de módulo contentor para sala de aula na EB2,3 Diamantina Negrão (âmbito COVID-19)";Ajuste Direto Regime Geral;Locação de bens móveis;"44200000-2, Produtos estruturais";Município de Albufeira (503539473);Algeco - Construções Pré Fabricadas  (502721871);"7.372,40 €";19-11-2020;19-11-2020;43 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_199079!exportProcedure.action;false;
Aquisição de equipamentos de rede para proteger a rede da APA (COVID-19).;Ajuste Direto Regime Geral;Aquisição de bens móveis;"32422000-7, Componentes de rede";"Agência Portuguesa do Ambiente, I. P. (510306624)";"Universo Versátil - Consultoria, Unipessoal, Ldª. (514083417)";"65.153,25 €";19-11-2020;03-11-2020;20 dias;"Portugal, Lisboa, Amadora";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Fornecimento e montagem de sistema de extracção e insuflação de ar no pavilhão 3 - Hospital de Retaguarda - Covid 19 - no Estádio Universitário ;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45331210-1, Instalação de ventilação";Município de Lisboa (500051070);"Veolia Portugal, S.A. (502876581)";"16.100,00 €";19-11-2020;20-10-2020;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Contratação de equipamento de protecção no âmbito da Covid-19;Consulta Prévia;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Agrupamento de Escolas António Feijó (600075664);"Minho Brinde, Lda (503175706)";"6.239,50 €";18-11-2020;17-11-2020;30 dias;"Portugal, Viana do Castelo, Ponte de Lima";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;29-12-2020;"6.239,50 €";Prorrogação do prazo para execução do contrato acordada entre as partes.;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1312828;false;
Prestação de serviços no âmbito do Projeto “Ser cuidador na pandemia por COVID-􀏭􀏵: a massive open online course 􀍾MOOC􀍿 sobre medidas de prevenção e de autocuidado aos mais vulneráveis”;Ajuste Direto Regime Geral;Aquisição de serviços;"92110000-5, Serviços de produção de filmes e fitas de vídeo e afins";Escola Superior de Enfermagem do Porto (507880803);Isaura do Carmo Dias Moreira Carvalho (150782098);"1.500,00 €";18-11-2020;02-11-2020;30 dias;"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;03-12-2020;"1.500,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Fornecimento de máscaras e alcoolgel, para cumprimento do artigo 36.º do CCP (Decreto-Lei n.º 111-B/2017, de 31 de agosto): No âmbito da emergência de saúde pública de âmbito internacional causada pela doença COVID-19 foram estabelecidas medidas excecionais relativas à situação epidemiológica. De acordo com o Decreto-Lei n.º 20/2020, de 1 de maio, e as orientações técnicas da Direção Geral Saúde, é obrigatório o uso de máscara por todos os colaboradores da Câmara Municipal de Elvas.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Município de Elvas (501272968);"CTT - Correios de Portugal, S.A. SOC Aberta 	 (500077568)";"8.860,00 €";18-11-2020;17-11-2020;10 dias;"Portugal, Portalegre, Elvas";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;29-12-2020;"8.860,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
Ajuste Direto nº 5/2020 – Aquisição de Material de Desinfeção Contra o Covid-19. ;Ajuste Direto Regime Geral;Aquisição de bens móveis;"24455000-8, Desinfectantes";"Ruiz, Costa & Filhos, L.da (500925399)";"RB & DS, LDA (515971278)";"219,75 €";18-11-2020;17-11-2020;3 dias;"Portugal, Porto, Matosinhos";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Ajuste Direto nº 6/2020 – Aquisição de Material de Desinfeção Contra o Covid-19. ;Ajuste Direto Regime Geral;Aquisição de bens móveis;"24455000-8, Desinfectantes";"EPB - Escola Profissional de Braga, L.da (504103032)";"RB&DS, Lda. (515971278)";"589,86 €";18-11-2020;17-11-2020;3 dias;"Portugal, Braga, Braga";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de testes rápidos de diagnóstico SARS-COV-2, no âmbito das medidas de prevenção, contenção, mitigação, tratamento da pandemia e subsequente reposição da normalidade e, assim, evitar a propagação do surto epidémico - COVID-19.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";Município de Vizela (505985217);"Promedwork International, Lda. (510906150)";"34.000,00 €";17-11-2020;13-11-2020;2 dias;"Portugal, Braga, Vizela";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;17-11-2020;"34.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de desinfetante de superfícies, no âmbito da contingência COVID'19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"39000000-2, Mobiliário (incl. de escritório), acessórios, aparelhos domésticos (excl. iluminação) e produtos de limpeza";Autoridade Nacional de Emergência e Proteção Civil (600082490);"TOT - COMERC. CONSUMÍVEIS, LDA. (513555714)";"6.340,00 €";17-11-2020;27-10-2020;14 dias;"Portugal, Lisboa";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Máscaras FFP2 – Prevenção 2.ª vaga COVID19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Centro Hospitalar do Tâmega e Sousa, E. P. E. (508318262)";"Bluestream, LDA. (513196781)";"35.070,00 €";17-11-2020;06-11-2020;56 dias;"Portugal, Porto, Penafiel";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Máscaras reutilizáveis no âmbito da Pandemia COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"35810000-5, Equipamento individual";Município de Oliveira do Bairro (501128840);"Laços d'Amor Unipessoal, Lda (515286206)";"8.500,00 €";17-11-2020;13-11-2020;14 dias;"Portugal, Aveiro, Oliveira do Bairro";"Artigo 24.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de 16 Monitores de Sinais Vitais (COVID-19), para o Serviço de Urgência, Pólo Porto, do CHUSJ, EPE.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";"CLINIFAR PRODUTOS  CLINICOS E FARMACEUTICOS, SA (503281115)";"38.400,00 €";17-11-2020;16-11-2020;30 dias;"Portugal, Porto, Porto";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de 8 Monitores de Sinais Vitais para o Serviço de Urgência (COVID-19), do Centro Hospitalar Universitário de São João, EPE";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";"PHILIPS PORTUGUESA, SA (500216843)";"36.500,00 €";17-11-2020;16-11-2020;30 dias;"Portugal, Porto, Porto";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição urgente EPI's (mascaras, toucas, luvas, proteção sapatos) Covid-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"35810000-5, Equipamento individual";"Administração Regional de Saúde do Algarve, I. P. (503148709)";Raclac SA (507992822);"35.718,73 €";16-11-2020;16-11-2020;45 dias;"Portugal, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;31-12-2020;"35.635,73 €";;Quantidades adjudicadas (previstas) não encomendas/ fornecidas;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de floreiras para divisórias – Medidas Municipais Extraordinárias no âmbito da COVID-19;Consulta Prévia;Aquisição de bens móveis;"44000000-0, Estruturas e materiais de construção; produtos auxiliares de construção (excepto aparelhos eléctricos)";Município de Coimbra (506415082);"Modern Prodigy, Lda. (514800135)";"44.064,00 €";16-11-2020;16-11-2020;30 dias;"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Reagente Procalcitonina, no âmbito do vírus COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";Roche (500233810);"76.500,00 €";16-11-2020;11-11-2020;3 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"SERVIÇOS DE CONSULTORIA, PARA A REALIZAÇÃO DE PAINÉIS DE OPINIÃO E DE AVALIAÇÃO QUALITATIVA, JUNTO DOS TRABALHADORES E DIRIGENTES DA CÂMARA MUNICIPAL DE LISBOA, SOBRE DIFERENTES TEMAS ORGANIZACIONAIS NO CONTEXTO PÓS COVID-19 E TODOS OS SEUS DESAFIOS E IMPLICAÇÕES PARA A ÁREA DA GESTÃO DAS PESSOAS";Ajuste Direto Regime Geral;Aquisição de serviços;"73300000-5, Concepção e execução em matéria de investigação e desenvolvimento";Município de Lisboa (500051070);"Metris - Métodos de Recolha e investigação Social, SA, (503113484)";"19.900,00 €";16-11-2020;17-07-2020;180 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços para o desenvolvimento de materiais de comunicação, designadamente conceção, produção e divulgação de ações de publicidade institucional sobre as medidas adotadas nos serviços e organismos que integram a área governativa do Trabalho, Solidariedade e Segurança Social no âmbito da pandemia COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"79341400-0, Serviços de campanhas publicitárias";"Instituto do Emprego e da Formação Profissional, I. P. (501442600)";"AYE PUBLICIDADE, LDA. (502522933)";"363.840,00 €";16-11-2020;12-11-2020;46 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;22-12-2020;"363.840,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Ajuste Direto Critérios Materiais n.º 95/2020/DICP - Fornecimento de Batas cirúrgicas reutilizáveis, no âmbito da doença COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Município de Leiria (505181266);"Belo Solutions, Lda. (502569271)";"90.000,00 €";16-11-2020;16-11-2020;15 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;18-11-2020;"90.000,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/cm-leiria/faces/app/pap/listaDocs.jsp?papId=11026;false;
DIV MEDICAMENTOS REFORÇO 20% - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"GENERIS FARMACÊUTICA,SA (508107997)";"15.666,48 €";16-11-2020;30-09-2020;365 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DIV MEDICAMENTOS REFORÇO 20% - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"B. BRAUN MEDICAL, LDA. (501506543)";"48.581,10 €";16-11-2020;19-10-2020;365 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DIV MEDICAMENTOS REFORÇO 20% - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"FRESENIUS KABI PHARMA PORTUGAL,LDA (504293753)";"42.584,00 €";16-11-2020;08-10-2020;365 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DIV MEDICAMENTOS REFORÇO 20% - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"PAUL HARTMANN, LDA (502271728)";"52.000,00 €";16-11-2020;30-09-2020;365 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DIV MEDICAMENTOS REFORÇO 20% - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";BDRPHARMA (513077332);"23.349,60 €";16-11-2020;08-10-2020;365 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DM CLÍNICO - LUVAS M (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"DivisionCare - Health Services Unipessoal, Lda (510616593)";"19.600,00 €";16-11-2020;13-11-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DM CLÍNICO - LUVAS DIV. TAMANHOS (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"DivisionCare - Health Services Unipessoal, Lda (510616593)";"19.600,00 €";16-11-2020;13-11-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento não integral do contrato (Revogação do Contrato);07-01-2021;"14.700,00 €";;"FORNECEDOR NÃO MANTEVE PREÇO PROPOSTO, CAUSANDO CANCELAMENTO DA ADJUDICAÇÃO DA POSIÇÃO.";;Não aplicável.;Não aplicável.;false;;false;
AP 1610 - Aquisição de Fato Completo - Covid-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"35113400-3, Vestuário de protecção e segurança";"Administração Regional de Saúde do Norte, I. P. (503135593)";"Sérgio Correia - Importação e  Exportação, Lda. (507283244)";"684.000,00 €";16-11-2020;13-11-2020;45 dias;"Portugal, Porto, Maia<BR/>Portugal, Vila Real, Vila Real";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Máscaras FFP1, FFP2 e Máscaras Reutilizáveis (no mínimo 25 Lavagens) de Combate e Mitigação à COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Comunidade Intermunicipal do Médio Tejo (502106506);"Darkcode, Lda. (508520525)";"8.870,60 €";16-11-2020;06-11-2020;5 dias;"Portugal, Santarém, Tomar";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição material de proteção para a COVID-19 (máscaras comunitárias de nível 3 certificadas pelo CITEVE para 25 lavagens) para fornecimento, no segundo período letivo 2020/2021, aos alunos, pessoal docente e não docente pelo Agrupamento de Escolas de Alcanena, doravante designada por entidade adjudicante.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"35121000-8, Equipamento de segurança e protecção";Agrupamento de Escolas de Alcanena (600077110);Sociedade Têxtil Vital e Marques Rodrigues Filhos SA (500269106);"4.278,93 €";16-11-2020;16-11-2020;30 dias;"Portugal, Santarém, Alcanena";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;17-12-2020;"4.278,93 €";;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Máscaras FFP1, FFP2 e Máscaras Reutilizáveis (no mínimo 25 Lavagens) de Combate e Mitigação à COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";Comunidade Intermunicipal do Médio Tejo (502106506);Medisigma (507937562);"9.712,68 €";16-11-2020;06-11-2020;5 dias;"Portugal, Santarém, Tomar";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Empreitada de Instalação de Infraestrutura Modular destinada a Internamento para Doentes COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"44000000-0, Estruturas e materiais de construção; produtos auxiliares de construção (excepto aparelhos eléctricos)";"Hospital Garcia de Orta, E. P. E. (506361470)";MBW - Modular Builders Worldwide Lda (515337161);"977.697,00 €";16-11-2020;12-11-2020;1 dias;"Portugal, Setúbal, Almada";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;http://www.hgo.min-saude.pt;false;
